score,genuine
9.458554985504498414e-02,0.000000000000000000e+00
6.760134996789224360e-01,1.000000000000000000e+00
-3.672783708830740929e-02,0.000000000000000000e+00
2.940350480710708925e-01,1.000000000000000000e+00
2.329884062533658651e-01,1.000000000000000000e+00
6.719894543867875603e-02,0.000000000000000000e+00
-5.744224895608367187e-02,0.000000000000000000e+00
7.155902552591408838e-01,1.000000000000000000e+00
3.144758993333874320e-01,1.000000000000000000e+00
-1.060055181605251001e-01,0.000000000000000000e+00
5.819351688654584853e-01,1.000000000000000000e+00
8.457024366786675129e-01,1.000000000000000000e+00
1.621786365481399650e-01,0.000000000000000000e+00
6.368608740314278815e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-7.353801784913822914e-02,0.000000000000000000e+00
-3.530267955838619492e-02,0.000000000000000000e+00
4.251359736727354788e-01,1.000000000000000000e+00
-1.575583256387264319e-01,0.000000000000000000e+00
8.532580393247095329e-02,0.000000000000000000e+00
1.025169449687447359e-01,0.000000000000000000e+00
1.438203498912112577e-01,0.000000000000000000e+00
1.079614674670219127e-01,0.000000000000000000e+00
-2.939814254835229537e-03,0.000000000000000000e+00
4.602798711803808840e-01,1.000000000000000000e+00
4.978270255136572203e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.039962378727174785e-01,1.000000000000000000e+00
4.537020564283886781e-01,1.000000000000000000e+00
1.639472211169327315e-02,0.000000000000000000e+00
7.495489759936225203e-03,0.000000000000000000e+00
4.423778943570355615e-02,0.000000000000000000e+00
-1.170894202933268034e-02,0.000000000000000000e+00
2.853212110940868684e-01,1.000000000000000000e+00
5.288396033600221147e-01,1.000000000000000000e+00
3.193749990803254613e-02,0.000000000000000000e+00
-5.387896629923406844e-02,0.000000000000000000e+00
4.123987416346661106e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
5.587865069316100275e-01,1.000000000000000000e+00
-2.319170693757281743e-02,0.000000000000000000e+00
3.579857172547353805e-01,1.000000000000000000e+00
-8.654418301908890776e-02,0.000000000000000000e+00
5.904409118127428302e-01,1.000000000000000000e+00
5.640104381161944458e-01,1.000000000000000000e+00
6.485565582184352751e-01,1.000000000000000000e+00
8.717785401730840933e-01,1.000000000000000000e+00
2.189546812134101073e-01,1.000000000000000000e+00
6.331782583121470243e-02,0.000000000000000000e+00
4.566691377628592785e-01,1.000000000000000000e+00
6.637964154994046018e-01,1.000000000000000000e+00
4.085996565135262271e-02,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
7.094084325661403900e-02,0.000000000000000000e+00
2.502867811967288691e-01,1.000000000000000000e+00
6.322996086197196774e-01,1.000000000000000000e+00
5.805566640530198663e-01,1.000000000000000000e+00
4.466870945734506271e-01,1.000000000000000000e+00
9.362403294648014018e-01,1.000000000000000000e+00
4.135111090734304717e-01,1.000000000000000000e+00
2.127275944419783349e-02,0.000000000000000000e+00
4.306533324632044052e-02,0.000000000000000000e+00
7.432180992755803815e-03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
4.959657519453573860e-02,0.000000000000000000e+00
5.494907738529581920e-01,1.000000000000000000e+00
3.621836310702418738e-01,1.000000000000000000e+00
1.006713349889068049e-01,0.000000000000000000e+00
1.513903364713438116e-01,0.000000000000000000e+00
-2.922480776337586794e-02,0.000000000000000000e+00
