score,genuine
1.149093486582185991e-01,0.000000000000000000e+00
6.557125308613049874e-01,1.000000000000000000e+00
-1.666509343428645290e-02,0.000000000000000000e+00
2.588297637823837039e-01,1.000000000000000000e+00
2.374344560533461768e-01,1.000000000000000000e+00
8.779520420736372510e-02,0.000000000000000000e+00
-9.385152462231735604e-02,0.000000000000000000e+00
7.164761364618228434e-01,1.000000000000000000e+00
3.414662134081312694e-01,1.000000000000000000e+00
-7.292514458651923326e-02,0.000000000000000000e+00
5.466877794162472437e-01,1.000000000000000000e+00
8.323115241665216546e-01,1.000000000000000000e+00
1.829292497328644795e-01,0.000000000000000000e+00
6.058090069969689351e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-4.791032195062785992e-02,0.000000000000000000e+00
-3.382102450185873327e-02,0.000000000000000000e+00
3.759636606940217063e-01,1.000000000000000000e+00
-9.058090967764663437e-02,0.000000000000000000e+00
4.439701731993814932e-02,0.000000000000000000e+00
1.095943732287660843e-01,0.000000000000000000e+00
1.167713863550547959e-01,0.000000000000000000e+00
8.703214150410974737e-02,0.000000000000000000e+00
-3.652840199975199154e-02,0.000000000000000000e+00
3.381975042115202834e-01,1.000000000000000000e+00
5.464039264560560660e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.598675917018188564e-01,1.000000000000000000e+00
5.296678673196425491e-01,1.000000000000000000e+00
6.166936018038244455e-02,0.000000000000000000e+00
1.119183134687824245e-02,0.000000000000000000e+00
1.256844092152424874e-01,0.000000000000000000e+00
-8.888166905869250567e-03,0.000000000000000000e+00
2.517831850988352937e-01,1.000000000000000000e+00
5.624300806597359870e-01,1.000000000000000000e+00
3.363333451338765961e-02,0.000000000000000000e+00
-4.456764633113061147e-02,0.000000000000000000e+00
4.242348671612995448e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
4.749724798981081464e-01,1.000000000000000000e+00
-2.462451941194990918e-02,0.000000000000000000e+00
3.648179529826006129e-01,1.000000000000000000e+00
-3.274400398323330103e-02,0.000000000000000000e+00
5.541839324397945798e-01,1.000000000000000000e+00
5.644104028614761459e-01,1.000000000000000000e+00
6.229995147192103344e-01,1.000000000000000000e+00
8.372231788219790527e-01,1.000000000000000000e+00
1.802061382546455703e-01,1.000000000000000000e+00
6.317891903746176985e-02,0.000000000000000000e+00
4.729538860139660961e-01,1.000000000000000000e+00
6.495745150434196757e-01,1.000000000000000000e+00
5.373358142787946351e-02,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
3.741853278716329029e-02,0.000000000000000000e+00
3.365772892640289116e-01,1.000000000000000000e+00
6.198158071654111811e-01,1.000000000000000000e+00
5.396193047589747938e-01,1.000000000000000000e+00
3.322306917571744012e-01,1.000000000000000000e+00
9.054795380926694559e-01,1.000000000000000000e+00
4.201004598060633088e-01,1.000000000000000000e+00
2.329431324953673207e-02,0.000000000000000000e+00
4.761684881912727624e-02,0.000000000000000000e+00
2.780871140709763670e-02,0.000000000000000000e+00
-4.066924920325024062e-03,0.000000000000000000e+00
2.997491671142161751e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
4.544789332186804226e-02,0.000000000000000000e+00
5.030944797559007142e-01,1.000000000000000000e+00
4.134983922704887904e-01,1.000000000000000000e+00
9.751030448774962445e-02,0.000000000000000000e+00
1.293749390301211777e-01,0.000000000000000000e+00
-5.002047910923845125e-02,0.000000000000000000e+00
-7.157798930392365866e-02,0.000000000000000000e+00
1.151706047616011348e-03,0.000000000000000000e+00
1.242005116298137979e-02,0.000000000000000000e+00
1.256156361841674340e-01,0.000000000000000000e+00
-1.534385328431032459e-02,0.000000000000000000e+00
6.430586507262098239e-01,1.000000000000000000e+00
-5.008970706973148862e-02,0.000000000000000000e+00
1.122217975710652210e-01,0.000000000000000000e+00
5.220053904533147326e-01,1.000000000000000000e+00
4.409491195437668654e-01,1.000000000000000000e+00
-4.613438828388390089e-02,0.000000000000000000e+00
6.027497705587914201e-01,1.000000000000000000e+00
-8.025908442054899283e-02,0.000000000000000000e+00
4.428370836177715764e-01,1.000000000000000000e+00
5.298626912400765665e-01,1.000000000000000000e+00
1.673935968030520636e-03,0.000000000000000000e+00
1.030491745717225099e-01,0.000000000000000000e+00
-2.808428686252901346e-02,0.000000000000000000e+00
1.371015898397699440e-01,0.000000000000000000e+00
1.024825465997783180e-01,0.000000000000000000e+00
1.068984889762962104e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.219636135581863706e-01,0.000000000000000000e+00
6.906015309718127604e-02,0.000000000000000000e+00
5.650352226287163049e-01,1.000000000000000000e+00
1.619923805528737382e-01,1.000000000000000000e+00
6.623142920416420776e-02,0.000000000000000000e+00
5.966823296880168215e-01,1.000000000000000000e+00
6.463813790581771634e-01,1.000000000000000000e+00
3.623993551216157794e-02,0.000000000000000000e+00
5.939100403560910735e-01,1.000000000000000000e+00
1.440289653112531917e-02,0.000000000000000000e+00
-9.558046082139536048e-02,0.000000000000000000e+00
6.511391419147654069e-01,1.000000000000000000e+00
1.770168226410616386e-01,0.000000000000000000e+00
5.046839574343816581e-01,1.000000000000000000e+00
1.208420104982903392e-01,0.000000000000000000e+00
3.758964509034947721e-01,1.000000000000000000e+00
3.143013692185634977e-01,1.000000000000000000e+00
8.256216039203402579e-02,0.000000000000000000e+00
-5.575456319822998281e-03,0.000000000000000000e+00
-3.308784482236641188e-03,1.000000000000000000e+00
2.497371444728587742e-01,0.000000000000000000e+00
1.130312710867271975e-01,0.000000000000000000e+00
1.915810135479894816e-01,1.000000000000000000e+00
2.727747698471876814e-01,1.000000000000000000e+00
5.518736812005260450e-01,1.000000000000000000e+00
2.201020234882712368e-01,1.000000000000000000e+00
4.274170510692944513e-01,1.000000000000000000e+00
3.589406303474551030e-01,1.000000000000000000e+00
-9.591367551304867678e-02,0.000000000000000000e+00
6.464835452843175068e-01,1.000000000000000000e+00
9.348042670147387045e-02,1.000000000000000000e+00
4.201934562543070961e-01,1.000000000000000000e+00
1.809346036310205685e-01,0.000000000000000000e+00
4.302028290136815647e-01,1.000000000000000000e+00
7.156492607601144806e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
4.527890605600038976e-01,1.000000000000000000e+00
3.464302233580755508e-01,0.000000000000000000e+00
1.376011489008671373e-01,0.000000000000000000e+00
5.521406089031747344e-01,1.000000000000000000e+00
5.569431677454685925e-01,1.000000000000000000e+00
3.968471994257862234e-01,1.000000000000000000e+00
6.309698474458960149e-01,1.000000000000000000e+00
5.579424000528856453e-01,1.000000000000000000e+00
3.060878623937945270e-02,0.000000000000000000e+00
5.406182210390113596e-01,1.000000000000000000e+00
5.798561868486660220e-01,1.000000000000000000e+00
-4.739646419208192601e-02,0.000000000000000000e+00
1.491805631275480160e-01,1.000000000000000000e+00
8.185211817617753238e-02,0.000000000000000000e+00
-7.131205835132542817e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
5.006340417971648638e-01,1.000000000000000000e+00
-2.535999994735238169e-02,0.000000000000000000e+00
-3.729906087000393194e-02,0.000000000000000000e+00
1.082456373204717381e-01,1.000000000000000000e+00
3.236799481440029713e-01,1.000000000000000000e+00
5.757690834368061061e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
7.873725410751714060e-02,0.000000000000000000e+00
2.645165865671198283e-02,0.000000000000000000e+00
1.181784415162017848e-01,1.000000000000000000e+00
5.337243128453101892e-01,1.000000000000000000e+00
5.686354066398918716e-02,0.000000000000000000e+00
6.979665850140926997e-01,1.000000000000000000e+00
7.161764241592059044e-01,1.000000000000000000e+00
7.689831141565368899e-02,0.000000000000000000e+00
8.157402988227117901e-02,0.000000000000000000e+00
2.847804378530615077e-01,1.000000000000000000e+00
7.627091794870384522e-02,0.000000000000000000e+00
-9.424686215277638945e-02,0.000000000000000000e+00
4.061050425811312259e-01,1.000000000000000000e+00
2.587532310374602851e-01,1.000000000000000000e+00
1.303758956947504710e-01,0.000000000000000000e+00
3.908320069738980829e-01,1.000000000000000000e+00
2.036856195014183357e-01,1.000000000000000000e+00
4.114695416527703320e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
8.710895935304976967e-02,1.000000000000000000e+00
5.378850836515877143e-01,1.000000000000000000e+00
1.705464731117300181e-01,1.000000000000000000e+00
1.175234555704402634e-01,0.000000000000000000e+00
4.356724595200194838e-01,1.000000000000000000e+00
3.250389605678761229e-01,1.000000000000000000e+00
-7.007862180034385435e-02,0.000000000000000000e+00
5.160397306350323482e-02,0.000000000000000000e+00
6.591049078116415494e-01,1.000000000000000000e+00
1.141220137167966997e-01,0.000000000000000000e+00
1.652348896685311153e-01,0.000000000000000000e+00
1.435328568525481574e-01,0.000000000000000000e+00
4.443827311578225636e-01,1.000000000000000000e+00
1.063449961458542981e-01,0.000000000000000000e+00
6.724341951066878931e-01,1.000000000000000000e+00
2.412242439538476446e-01,1.000000000000000000e+00
3.669456313907100142e-01,1.000000000000000000e+00
-9.750832379985486728e-03,0.000000000000000000e+00
3.888186997480949092e-01,0.000000000000000000e+00
7.091896352469602427e-02,0.000000000000000000e+00
1.922890363072754794e-01,0.000000000000000000e+00
3.524528787254778694e-01,1.000000000000000000e+00
4.433907074625334510e-01,1.000000000000000000e+00
5.917915782994057627e-01,1.000000000000000000e+00
6.657590619677903332e-01,1.000000000000000000e+00
4.340319826103809508e-01,1.000000000000000000e+00
1.064859588882560298e-01,0.000000000000000000e+00
1.957264992518459312e-01,0.000000000000000000e+00
5.557814999113827037e-01,1.000000000000000000e+00
3.148382155504269586e-01,1.000000000000000000e+00
3.444984289508386532e-01,1.000000000000000000e+00
9.120745258251968801e-01,1.000000000000000000e+00
6.603043968909362293e-01,1.000000000000000000e+00
4.646842542408654575e-01,1.000000000000000000e+00
2.416850894312290790e-02,1.000000000000000000e+00
1.512401088757736600e-01,0.000000000000000000e+00
5.700615374571052496e-02,0.000000000000000000e+00
8.845247056771043948e-02,0.000000000000000000e+00
5.223966034844660378e-01,1.000000000000000000e+00
