score,genuine
8.491798870373559738e-02,0.000000000000000000e+00
6.881941991027960004e-01,1.000000000000000000e+00
-4.244243170230718731e-02,0.000000000000000000e+00
2.767234398351988145e-01,1.000000000000000000e+00
2.272747771572914965e-01,1.000000000000000000e+00
7.886466256264725028e-02,0.000000000000000000e+00
-6.278857609703125675e-02,0.000000000000000000e+00
6.960228311118575872e-01,1.000000000000000000e+00
3.145866201329419187e-01,1.000000000000000000e+00
-6.650966149596840293e-02,0.000000000000000000e+00
5.935116628618817280e-01,1.000000000000000000e+00
8.602212777498688956e-01,1.000000000000000000e+00
1.632255071144500524e-01,0.000000000000000000e+00
6.405607354852396185e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-8.146886654134215255e-02,0.000000000000000000e+00
-3.168089231927701671e-02,0.000000000000000000e+00
4.221030471933066019e-01,1.000000000000000000e+00
-1.711311221556973960e-01,0.000000000000000000e+00
5.659602672431655185e-02,0.000000000000000000e+00
1.014395776874190969e-01,0.000000000000000000e+00
1.257167460094602007e-01,0.000000000000000000e+00
1.056572583182985581e-01,0.000000000000000000e+00
1.289803984453214911e-02,0.000000000000000000e+00
4.612267316585951238e-01,1.000000000000000000e+00
5.713504582163672629e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.053901875846586567e-01,1.000000000000000000e+00
4.819811107835592079e-01,1.000000000000000000e+00
1.397896294683861375e-02,0.000000000000000000e+00
4.041570767664959783e-03,0.000000000000000000e+00
9.037047257307698200e-02,0.000000000000000000e+00
-8.366615703720535827e-03,0.000000000000000000e+00
2.809890971746196175e-01,1.000000000000000000e+00
5.426319609034631064e-01,1.000000000000000000e+00
3.024968688834568306e-02,0.000000000000000000e+00
-4.798985562965221718e-02,0.000000000000000000e+00
4.147149118098131804e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
5.548545971383986863e-01,1.000000000000000000e+00
-2.609840840091973840e-02,0.000000000000000000e+00
3.630360447960953585e-01,1.000000000000000000e+00
-8.841017354023648911e-02,0.000000000000000000e+00
6.015503585772051798e-01,1.000000000000000000e+00
5.631761111630050332e-01,1.000000000000000000e+00
6.470727939788860628e-01,1.000000000000000000e+00
8.761348149267087493e-01,1.000000000000000000e+00
2.279433122003634848e-01,1.000000000000000000e+00
6.757656147411016112e-02,0.000000000000000000e+00
4.510686136551950720e-01,1.000000000000000000e+00
6.653449142862446486e-01,1.000000000000000000e+00
3.277477237166716295e-02,1.000000000000000000e+00
6.324503494610685950e-01,1.000000000000000000e+00
6.835228885078190042e-02,0.000000000000000000e+00
3.085703604464246630e-01,1.000000000000000000e+00
6.322813239147689890e-01,1.000000000000000000e+00
5.869739816523574794e-01,1.000000000000000000e+00
4.481708719946334574e-01,1.000000000000000000e+00
9.334531002605719330e-01,1.000000000000000000e+00
4.198202072989102307e-01,1.000000000000000000e+00
2.313742983362044453e-02,0.000000000000000000e+00
2.736125797113594937e-02,0.000000000000000000e+00
6.856709433257494012e-03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
4.465739451853545372e-02,0.000000000000000000e+00
5.524466415998147140e-01,1.000000000000000000e+00
3.665964677863570165e-01,1.000000000000000000e+00
1.018108050376028834e-01,0.000000000000000000e+00
1.374349668922261181e-01,0.000000000000000000e+00
-3.793414829058402993e-02,0.000000000000000000e+00
-7.035138190520545676e-02,0.000000000000000000e+00
-4.086746054431323466e-02,0.000000000000000000e+00
-7.753718561744407656e-02,0.000000000000000000e+00
1.398171801483479859e-01,0.000000000000000000e+00
5.914573646820033307e-04,0.000000000000000000e+00
6.418432757243093256e-01,1.000000000000000000e+00
-3.203774304029374104e-02,0.000000000000000000e+00
8.262052127719851646e-02,0.000000000000000000e+00
5.319710356587600275e-01,1.000000000000000000e+00
4.674987203668629632e-01,1.000000000000000000e+00
-5.082588615073865140e-02,0.000000000000000000e+00
5.921353617418210202e-01,1.000000000000000000e+00
-6.577513281938068834e-02,0.000000000000000000e+00
4.405247501362151152e-01,1.000000000000000000e+00
4.995856622003277958e-01,1.000000000000000000e+00
3.385387502208576493e-04,0.000000000000000000e+00
3.867957727774577054e-02,0.000000000000000000e+00
-3.732654365070046248e-02,0.000000000000000000e+00
1.496709486505428122e-01,0.000000000000000000e+00
1.156492778043816394e-01,0.000000000000000000e+00
1.176138961382378195e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.514233117167128329e-01,0.000000000000000000e+00
2.686457364803312986e-02,0.000000000000000000e+00
5.326694961261687622e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
7.152425256160428735e-02,0.000000000000000000e+00
6.462863427307898867e-01,1.000000000000000000e+00
6.338600628610989718e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
5.981808841760053452e-01,1.000000000000000000e+00
-1.493664386582726003e-02,0.000000000000000000e+00
